"","desired_habitat","polygon_id","transect","pin_number","data_type","species_code","scientific_name","native_non_native","functional_group","layer","new_column"
"1075","Mulefat Scrub","OW-U1",1,30,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1076","Mulefat Scrub","OW-U1",1,31,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1077","Mulefat Scrub","OW-U1",1,32,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1078","Mulefat Scrub","OW-U1",1,33,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1079","Mulefat Scrub","OW-U1",1,34,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1080","Mulefat Scrub","OW-U1",1,35,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1081","Mulefat Scrub","OW-U1",1,36,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1082","Mulefat Scrub","OW-U1",1,37,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1083","Mulefat Scrub","OW-U1",1,38,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1084","Mulefat Scrub","OW-U1",1,39,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1085","Mulefat Scrub","OW-U1",1,40,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1086","Mulefat Scrub","OW-U1",1,41,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1087","Mulefat Scrub","OW-U1",1,42,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1088","Mulefat Scrub","OW-U1",1,43,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1089","Mulefat Scrub","OW-U1",1,44,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1090","Mulefat Scrub","OW-U1",1,45,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1091","Mulefat Scrub","OW-U1",1,46,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1092","Mulefat Scrub","OW-U1",1,47,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1093","Mulefat Scrub","OW-U1",1,48,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1094","Mulefat Scrub","OW-U1",1,49,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1095","Mulefat Scrub","OW-U1",1,50,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1096","Mulefat Scrub","OW-U1",1,1,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1097","Mulefat Scrub","OW-U1",1,2,"T.PI","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1098","Mulefat Scrub","OW-U1",1,3,"T.PI","SOLDOU","Solanum douglasii","Native","Perennial Forb - Late Flowering","herb","herb"
"1099","Mulefat Scrub","OW-U1",1,4,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1100","Mulefat Scrub","OW-U1",1,5,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1101","Mulefat Scrub","OW-U1",1,8,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1102","Mulefat Scrub","OW-U1",1,8,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1103","Mulefat Scrub","OW-U1",1,9,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1104","Mulefat Scrub","OW-U1",1,10,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1105","Mulefat Scrub","OW-U1",1,11,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1106","Mulefat Scrub","OW-U1",1,13,"T.PI","SOLDOU","Solanum douglasii","Native","Perennial Forb - Late Flowering","herb","herb"
"1107","Mulefat Scrub","OW-U1",1,13,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1108","Mulefat Scrub","OW-U1",1,15,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1109","Mulefat Scrub","OW-U1",1,18,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1110","Mulefat Scrub","OW-U1",1,20,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1111","Mulefat Scrub","OW-U1",1,24,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1112","Mulefat Scrub","OW-U1",1,25,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1113","Mulefat Scrub","OW-U1",1,26,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1114","Mulefat Scrub","OW-U1",1,26,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1115","Mulefat Scrub","OW-U1",1,27,"T.PI","EUCCRY","Eucrypta chrysanthemifolia","Native","Annual Forb - Other","herb","herb"
"1116","Mulefat Scrub","OW-U1",1,30,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1117","Mulefat Scrub","OW-U1",1,30,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1118","Mulefat Scrub","OW-U1",1,33,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1119","Mulefat Scrub","OW-U1",1,37,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1120","Mulefat Scrub","OW-U1",1,38,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1121","Mulefat Scrub","OW-U1",1,40,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1122","Mulefat Scrub","OW-U1",1,45,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1123","Mulefat Scrub","OW-U1",1,45,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1124","Mulefat Scrub","OW-U1",1,46,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1125","Mulefat Scrub","OW-U1",1,47,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1126","Mulefat Scrub","OW-U1",1,NA,"A.Belt","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"1127","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CUSCAL","Cuscuta californica","Native","Annual Forb - Late Flowering","herb","herb"
"1128","Mulefat Scrub","OW-U1",1,NA,"A.Belt","ISOMEN","Isocoma menziesii","Native","Shrub - Late Flowering","shrub","shrub"
"1129","Mulefat Scrub","OW-U1",1,NA,"A.Belt","EUCCRY","Eucrypta chrysanthemifolia","Native","Annual Forb - Other","herb","herb"
"1130","Mulefat Scrub","OW-U1",1,NA,"A.Belt","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1131","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CHAGLA","Chaenactis glabriuscula","Native","Annual Forb - Other","herb","herb"
"1132","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CROCAL","Croton californica","Native","Perennial Forb - Other","herb","herb"
"1133","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CAMMIC","Camissoniopsis micrantha","Native","Annual Forb - Other","herb","herb"
"1134","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CALMAC","Calystegia macrostegia","Native","Perennial Forb - Other","herb","herb"
"1135","Mulefat Scrub","OW-U1",1,NA,"A.Belt","CHECAL","Chenopodium californicum","Native","Perennial Forb - Late Flowering","herb","herb"
"1136","Mulefat Scrub","OW-U1",1,NA,"A.Belt","BROCAR","Bromus carinatus","Native","Perennial Grass - Other","herb","herb"
"1137","Mulefat Scrub","OW-U1",1,NA,"A.Belt","SENVUL","Senecio vulgaris","Non-Native","Forb",".","."
"1138","Elderberry Scrubland","OW-U2",1,1,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1139","Elderberry Scrubland","OW-U2",1,2,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1140","Elderberry Scrubland","OW-U2",1,3,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1141","Elderberry Scrubland","OW-U2",1,4,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1142","Elderberry Scrubland","OW-U2",1,5,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1143","Elderberry Scrubland","OW-U2",1,6,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1144","Elderberry Scrubland","OW-U2",1,7,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"1145","Elderberry Scrubland","OW-U2",1,8,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1146","Elderberry Scrubland","OW-U2",1,9,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1147","Elderberry Scrubland","OW-U2",1,10,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1148","Elderberry Scrubland","OW-U2",1,11,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1149","Elderberry Scrubland","OW-U2",1,12,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1150","Elderberry Scrubland","OW-U2",1,13,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1151","Elderberry Scrubland","OW-U2",1,14,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1152","Elderberry Scrubland","OW-U2",1,15,"T.PI","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1153","Elderberry Scrubland","OW-U2",1,16,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1154","Elderberry Scrubland","OW-U2",1,17,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"1155","Elderberry Scrubland","OW-U2",1,18,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1156","Elderberry Scrubland","OW-U2",1,19,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1157","Elderberry Scrubland","OW-U2",1,20,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1158","Elderberry Scrubland","OW-U2",1,21,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1159","Elderberry Scrubland","OW-U2",1,22,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1160","Elderberry Scrubland","OW-U2",1,23,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1161","Elderberry Scrubland","OW-U2",1,24,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1162","Elderberry Scrubland","OW-U2",1,25,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1163","Elderberry Scrubland","OW-U2",1,26,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1164","Elderberry Scrubland","OW-U2",1,27,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1165","Elderberry Scrubland","OW-U2",1,28,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1166","Elderberry Scrubland","OW-U2",1,29,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"1167","Elderberry Scrubland","OW-U2",1,30,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1168","Elderberry Scrubland","OW-U2",1,31,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1169","Elderberry Scrubland","OW-U2",1,32,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1170","Elderberry Scrubland","OW-U2",1,33,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1171","Elderberry Scrubland","OW-U2",1,34,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1172","Elderberry Scrubland","OW-U2",1,35,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1173","Elderberry Scrubland","OW-U2",1,36,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1174","Elderberry Scrubland","OW-U2",1,37,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1175","Elderberry Scrubland","OW-U2",1,38,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1176","Elderberry Scrubland","OW-U2",1,39,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1177","Elderberry Scrubland","OW-U2",1,40,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1178","Elderberry Scrubland","OW-U2",1,41,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1179","Elderberry Scrubland","OW-U2",1,42,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1180","Elderberry Scrubland","OW-U2",1,43,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1181","Elderberry Scrubland","OW-U2",1,44,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1182","Elderberry Scrubland","OW-U2",1,45,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1183","Elderberry Scrubland","OW-U2",1,46,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1184","Elderberry Scrubland","OW-U2",1,47,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1185","Elderberry Scrubland","OW-U2",1,48,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1186","Elderberry Scrubland","OW-U2",1,49,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1187","Elderberry Scrubland","OW-U2",1,50,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1188","Elderberry Scrubland","OW-U2",1,5,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1189","Elderberry Scrubland","OW-U2",1,7,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1190","Elderberry Scrubland","OW-U2",1,8,"T.PI","GALANG","Galium angustifolium","Native","Perennial Forb - Other","herb","herb"
"1191","Elderberry Scrubland","OW-U2",1,14,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1192","Elderberry Scrubland","OW-U2",1,14,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1193","Elderberry Scrubland","OW-U2",1,15,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1194","Elderberry Scrubland","OW-U2",1,17,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1195","Elderberry Scrubland","OW-U2",1,18,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1196","Elderberry Scrubland","OW-U2",1,19,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1197","Elderberry Scrubland","OW-U2",1,20,"T.PI","EUCCRY","Eucrypta chrysanthemifolia","Native","Annual Forb - Other","herb","herb"
"1198","Elderberry Scrubland","OW-U2",1,21,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"1199","Elderberry Scrubland","OW-U2",1,21,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1200","Elderberry Scrubland","OW-U2",1,23,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1201","Elderberry Scrubland","OW-U2",1,24,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1202","Elderberry Scrubland","OW-U2",1,25,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1203","Elderberry Scrubland","OW-U2",1,26,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1204","Elderberry Scrubland","OW-U2",1,27,"T.PI","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1205","Elderberry Scrubland","OW-U2",1,29,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1206","Elderberry Scrubland","OW-U2",1,29,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1207","Elderberry Scrubland","OW-U2",1,31,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1208","Elderberry Scrubland","OW-U2",1,38,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1209","Elderberry Scrubland","OW-U2",1,42,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1210","Elderberry Scrubland","OW-U2",1,46,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1211","Elderberry Scrubland","OW-U2",1,49,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1212","Elderberry Scrubland","OW-U2",1,49,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1213","Elderberry Scrubland","OW-U2",1,50,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1214","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","PHAPAR","Phacelia parryi","Native","Annual Forb - Other","herb","herb"
"1215","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","CHAGLA","Chaenactis glabriuscula","Native","Annual Forb - Other","herb","herb"
"1216","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"1217","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1218","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","CROSET","Croton setigerus","Native","Annual Forb - Late Flowering","herb","herb"
"1219","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","SOLDOU","Solanum douglasii","Native","Perennial Forb - Late Flowering","herb","herb"
"1220","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","RICCOM","Ricinus communis","Non-Native","Shrub",".","."
"1221","Elderberry Scrubland","OW-U2",1,NA,"A.Belt","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1222","Oak Riparian","OW-U6",1,1,"T.PI","QUEARG","Quercus agrifolia","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1223","Oak Riparian","OW-U6",1,2,"T.PI","QUEARG","Quercus agrifolia","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1224","Oak Riparian","OW-U6",1,3,"T.PI","QUEARG","Quercus agrifolia","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1225","Oak Riparian","OW-U6",1,4,"T.PI","QUEARG","Quercus agrifolia","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1226","Oak Riparian","OW-U6",1,5,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1227","Oak Riparian","OW-U6",1,6,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1228","Oak Riparian","OW-U6",1,7,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1229","Oak Riparian","OW-U6",1,8,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
